claim_id|claim_number|policy_id|loss_date|fnol_date|reported_date|peril_type|loss_description|claim_status|reserve_amount|settlement_amount|close_date|adjuster_id|adjuster_notes|subrogation_flag|fraud_flag|cat_event_name|litigation_flag|created_date|modified_date
CLM00005666|CLM-2024-8482504|POL0002999|2024-08-08|2024-09-15|2024-09-15|Tree Fall|Tree Fall related loss reported by policyholder|Pending|85978.5|||ADJ1484||N|N||N|2024-09-15|2024-10-18
CLM00005667|CLM-2024-1950331|POL0004075|2021-11-16|2021-11-18|2021-11-18|Hail|Hail related loss reported by policyholder|Settled|75903.09|76112.25|2022-03-10|ADJ8823||Y|N||N|2021-11-18|2021-12-22
CLM00005668|CLM-2024-8570287|POL0002950|2021-01-18|2021-02-04|2021-02-04|Theft/Burglary|Theft/Burglary related loss reported by policyholder|Denied|122863.21|||ADJ3522||Y|N||N|2021-02-04|2021-02-18
CLM00005669|CLM-2024-9942965|POL0002768|2024-08-22|2024-09-02|2024-09-02|Rear-end Collision|Rear-end Collision related loss reported by policyholder|Open|97117.82|||ADJ7929||N|N||N|2024-09-02|2025-01-09
CLM00005670|CLM-2024-3405000|POL0000332|2020-01-26|2020-02-11|2020-02-11|Fire|Fire related loss reported by policyholder|Open|8359.14|||ADJ6181||Y|N||N|2020-02-11|2020-02-22
CLM00005671|CLM-2024-4605908|POL0001177|2021-01-20|2021-01-31|2021-01-31|Flood|Flood related loss reported by policyholder|Settled|4089.85|1597.37|2021-12-31|ADJ9272||N|N||N|2021-01-31|2021-05-21
CLM00005672|CLM-2024-5326305|POL0001000|2022-04-30|2022-05-04|2022-05-04|Uninsured Motorist|Uninsured Motorist related loss reported by policyholder|Pending|64293.25|||ADJ1075||Y|N||N|2022-05-04|2022-09-20
CLM00005673|CLM-2024-8239020|POL0001828|2021-12-23|2022-04-02|2022-04-02|Theft|Theft related loss reported by policyholder|Under Review|60235.34|||ADJ4048||Y|N||N|2022-04-02|2022-08-21
CLM00005674|CLM-2024-3309974|POL0000929|2022-11-24|2022-12-15|2022-12-15|Business Interruption|Business Interruption related loss reported by policyholder|Open|47525.31|||ADJ4413|Documentation pending.|N|N||N|2022-12-15|2023-04-24
CLM00005675|CLM-2024-8068262|POL0001895|2021-11-05|2021-12-02|2021-12-02|Collision|Collision related loss reported by policyholder|Open|58845.21|||ADJ4421||N|N||N|2021-12-02|2022-01-10
CLM00005676|CLM-2024-6371015|POL0002541|2019-11-06|2019-11-06|2019-11-06|Rear-end Collision|Rear-end Collision related loss reported by policyholder|Closed|119328.82|91471.7|2020-01-05|ADJ1252||N|N||N|2019-11-06|2020-01-10
CLM00005677|CLM-2024-2542736|POL0000143|2020-10-07|2020-11-17|2020-11-17|Property Damage|Property Damage related loss reported by policyholder|Under Review|61632.39|||ADJ8010||N|N||N|2020-11-17|2021-04-28
CLM00005678|CLM-2024-1596910|POL0002967|2023-03-10|2023-04-24|2023-04-24|Theft|Theft related loss reported by policyholder|Settled|3332.07|1834.33|2024-01-13||Documentation pending.|N|N||N|2023-04-24|2023-07-26
CLM00005679|CLM-2024-7523833|POL0003100|2021-09-02|2021-10-17|2021-10-17|Collision|Collision related loss reported by policyholder|Pending|112555.52|||ADJ8087|Awaiting appraisal.|Y|N||N|2021-10-17|2021-11-02
CLM00005680|CLM-2024-9259773|POL0003280|2020-04-13|2020-05-22|2020-05-22|Water Damage|Water Damage related loss reported by policyholder|Open|84223.77|||ADJ2300||N|N||N|2020-05-22|2020-10-04
CLM00005681|CLM-2024-9805418|POL0003087|2023-11-22|2023-12-30|2023-12-30|Theft/Burglary|Theft/Burglary related loss reported by policyholder|Pending|86530.83|||ADJ9458||N|N||N|2023-12-30|2024-05-23
CLM00005682|CLM-2024-5319930|POL0004121|2021-06-03|2021-07-03|2021-07-03|Comprehensive|Comprehensive related loss reported by policyholder|Open|92791.1|||ADJ3559||N|N||N|2021-07-03|2021-09-26
CLM00005683|CLM-2024-2269565|POL0002977|2020-08-18|2020-09-07|2020-09-07|Hail|Hail related loss reported by policyholder|Closed|32197.08|35091.33|2021-02-19|ADJ8129|Initial inspection completed. Damage confirmed.|Y|N||N|2020-09-07|2020-12-17
CLM00005684|CLM-2024-8014677|POL0002917|2022-09-15|2022-10-12|2022-10-12|Hit and Run|Hit and Run related loss reported by policyholder|Closed|67534.49|69491.28|2023-03-18|ADJ7680|Awaiting appraisal.|N|N||N|2022-10-12|2023-04-02
CLM00005685|CLM-2024-4799084|POL0003465|2024-11-17|2024-12-27|2024-12-27|Collision|Collision related loss reported by policyholder|Under Review|45658.16|||ADJ5925|Initial inspection completed. Damage confirmed.|N|N||Y|2024-12-27|2025-06-04
CLM00005686|CLM-2024-6853630|POL0003280|2020-07-24|2020-08-01|2020-08-01|Vandalism|Vandalism related loss reported by policyholder|Settled|51533.87|27516.9|2020-11-05|ADJ1952|Third party involved.|N|N||N|2020-08-01|2020-10-19
CLM00005687|CLM-2024-6204431|POL0002264|2023-02-18|2023-03-02|2023-03-02|Flood|Flood related loss reported by policyholder|Under Review|53764.84|||ADJ5912|Third party involved.|Y|N||N|2023-03-02|2023-07-08
CLM00005688|CLM-2024-7448248|POL0003128|2021-06-23|2021-06-30|2021-06-30|Rear-end Collision|Rear-end Collision related loss reported by policyholder|Open|62516.52|||ADJ8205||N|N||N|2021-06-30|2021-10-19
CLM00005689|CLM-2024-4959582|POL0003798|2019-04-23|2019-06-01|2019-06-01|Cyber Incident|Cyber Incident related loss reported by policyholder|Pending|121296.29|||ADJ8630||Y|N||N|2019-06-01|2019-11-11
CLM00005690|CLM-2024-5234158|POL0000672|2024-09-12|2024-12-19|2024-12-19|Vandalism|Vandalism related loss reported by policyholder|Withdrawn|23370.51|||ADJ3699|Awaiting appraisal.|N|N||N|2024-12-19|2025-04-19
CLM00005691|CLM-2024-2632761|POL0003565|2023-08-21|2023-08-29|2023-08-29|Fire|Fire related loss reported by policyholder|Denied|7949.13|||ADJ5357|Documentation pending.|N|N||N|2023-08-29|2023-10-02
CLM00005692|CLM-2024-3636992|POL0004411|2023-12-10|2024-01-05|2024-01-05|Flood|Flood related loss reported by policyholder|Withdrawn|146331.02|||ADJ4844||Y|N||N|2024-01-05|2024-04-15
CLM00005693|CLM-2024-3245343|POL0004876|2024-07-09|2024-08-15|2024-08-15|Wind/Hail|Wind/Hail related loss reported by policyholder|Under Review|18954.54|||ADJ1072||N|N||N|2024-08-15|2024-12-14
CLM00005694|CLM-2024-4104734|POL0004046|2023-10-05|2023-10-28|2023-10-28|Collision|Collision related loss reported by policyholder|Settled|108388.4|94881.25|2024-03-31|ADJ5296||N|N||N|2023-10-28|2024-01-09
CLM00005695|CLM-2024-3227968|POL0001568|2024-03-02|2024-03-04|2024-03-04|Tree Fall|Tree Fall related loss reported by policyholder|Settled|103894.34|77406.76|2024-05-02|ADJ9967||N|N||N|2024-03-04|2024-03-11
CLM00005696|CLM-2024-7144276|POL0004371|2019-10-12|2019-11-01|2019-11-01|Hit and Run|Hit and Run related loss reported by policyholder|Pending|123699.04|||ADJ9993||Y|N||N|2019-11-01|2020-02-17
CLM00005697|CLM-2024-2808434|POL0000108|2021-10-14|2021-10-31|2021-10-31|Hail|Hail related loss reported by policyholder|Open|128946.34|||||N|N||Y|2021-10-31|2021-10-31
CLM00005698|CLM-2024-7720202|POL0001893|2021-01-28|2021-02-09|2021-02-09|Rear-end Collision|Rear-end Collision related loss reported by policyholder|Closed|41324.81|35740.47|2021-06-03|ADJ1451||N|N||N|2021-02-09|2021-05-24
CLM00005699|CLM-2024-1645754|POL0003023|2020-03-05|2020-03-06|2020-03-06|Equipment Breakdown|Equipment Breakdown related loss reported by policyholder|Closed|94843.31|69041.95|2021-08-23|ADJ4065|Third party involved.|N|N||N|2020-03-06|2020-04-14
CLM00005700|CLM-2024-8342605|POL0004467|2022-02-17|2022-03-10|2022-03-10|Hit and Run|Hit and Run related loss reported by policyholder|Withdrawn|48444.99|||ADJ3604|Awaiting appraisal.|Y|N||N|2022-03-10|2022-07-29
CLM00005701|CLM-2024-3625230|POL0002106|2023-02-23|2023-03-20|2023-03-20|Tree Fall|Tree Fall related loss reported by policyholder|Closed|129235.42|100317.87|2023-09-06|ADJ6101||N|N||N|2023-03-20|2023-07-23
CLM00005702|CLM-2024-8962614|POL0004474|2022-08-14|2022-09-21|2022-09-21|Theft|Theft related loss reported by policyholder|Withdrawn|110608.2|||ADJ5379||N|N||N|2022-09-21|2023-01-12
CLM00005703|CLM-2024-9795798|POL0003837|2023-08-19|2023-08-26|2023-08-26|Wind/Hail|Wind/Hail related loss reported by policyholder|Under Review|12827.59|||||N|N||N|2023-08-26|2023-12-24
CLM00005704|CLM-2024-2883548|POL0000919|2019-02-04|2019-03-15|2019-03-15|Vandalism|Vandalism related loss reported by policyholder|Withdrawn|97457.66|||ADJ6075|Initial inspection completed. Damage confirmed.|N|N||N|2019-03-15|2019-06-20
CLM00005705|CLM-2024-5292129|POL0002698|2020-12-02|2021-01-02|2021-01-02|Theft/Burglary|Theft/Burglary related loss reported by policyholder|Under Review|125426.91|||ADJ6150|Initial inspection completed. Damage confirmed.|Y|N||N|2021-01-02|2021-03-02
CLM00005706|CLM-2024-1791333|POL0003979|2022-03-03|2022-03-12|2022-03-12|Foundation Damage|Foundation Damage related loss reported by policyholder|Denied|23810.33|||ADJ6878|Third party involved.|N|N||N|2022-03-12|2022-08-25
CLM00005707|CLM-2024-3760995|POL0003295|2018-07-24|2018-08-18|2018-08-18|Property Damage|Property Damage related loss reported by policyholder|Pending||||ADJ1224||N|N||N|2018-08-18|2018-10-19
CLM00005708|CLM-2024-4391952|POL0002256|2023-01-04|2023-01-29|2023-01-29|Wind/Hail|Wind/Hail related loss reported by policyholder|Under Review|45055.64|||ADJ9569||N|N||N|2023-01-29|2023-03-18
CLM00005709|CLM-2024-4149848|POL0002048|2021-05-25|2021-06-22|2021-06-22|Rear-end Collision|Rear-end Collision related loss reported by policyholder|Closed|15875.42|12517.74|2021-08-12|ADJ1910||N|N||N|2021-06-22|2021-08-09
CLM00005710|CLM-2024-4876395|POL0004443|2019-09-14|2019-09-17|2019-09-17|Fire|Fire related loss reported by policyholder|Pending|59553.68|||ADJ6288|Documentation pending.|N|N||N|2019-09-17|2019-10-25
CLM00005711|CLM-2024-4471497|POL0004842|2023-03-19|2023-04-15|2023-04-15|Flood|Flood related loss reported by policyholder|Open|75454.73|||ADJ4501||Y|N||Y|2023-04-15|2023-09-19
CLM00005712|CLM-2024-3721754|POL0004285|2020-08-09|2020-10-06|2020-10-06|Vandalism|Vandalism related loss reported by policyholder|Closed|31259.63|22018.02|2021-12-13|ADJ7965||N|N||N|2020-10-06|2021-03-09
CLM00005713|CLM-2024-7568938|POL0000822|2024-10-09|2024-11-14|2024-11-14|Vandalism|Vandalism related loss reported by policyholder|Closed|33464.18|27651.0|2026-03-28|ADJ1904||Y|N||N|2024-11-14|2025-04-07
CLM00005714|CLM-2024-8043837|POL0000147|2021-03-25|2021-04-12|2021-04-12|Vandalism|Vandalism related loss reported by policyholder|Closed|103380.02|103254.97|2022-04-03|ADJ6273||N|N||N|2021-04-12|2021-10-03
CLM00005715|CLM-2024-3932130|POL0001792|2023-03-06|2023-03-22|2023-03-22|Uninsured Motorist|Uninsured Motorist related loss reported by policyholder|Closed|139597.61|117587.88|2024-04-10|ADJ9905||N|N||N|2023-03-22|2023-06-02
CLM00005716|CLM-2024-8798571|POL0002520|2021-08-28|2021-09-16|2021-09-16|Wind/Hail|Wind/Hail related loss reported by policyholder|Open||||ADJ5833|Third party involved.|Y|N||N|2021-09-16|2021-09-28
CLM00005717|CLM-2024-8709846|POL0003674|2021-01-21|2021-03-03|2021-03-03|Comprehensive|Comprehensive related loss reported by policyholder|Denied|34651.42|||ADJ3774||Y|N||N|2021-03-03|2021-07-06
CLM00005718|CLM-2024-1344292|POL0000916|2024-07-13|2024-08-05|2024-08-05|Flood|Flood related loss reported by policyholder|Closed|87701.08|42172.47|2025-01-30|ADJ2324|Awaiting appraisal.|N|N||N|2024-08-05|2025-01-06
CLM00005719|CLM-2024-8638964|POL0002273|2022-12-20|2023-01-11|2023-01-11|Flood|Flood related loss reported by policyholder|Closed|79444.1|64409.96|2024-01-04|ADJ8158||N|N||N|2023-01-11|2023-01-16
CLM00005720|CLM-2024-3211795|POL0004339|2021-04-13|2021-04-25|2021-04-25|Comprehensive|Comprehensive related loss reported by policyholder|Open|118146.73|||ADJ9412|Documentation pending.|Y|N||N|2021-04-25|2021-08-09
CLM00005721|CLM-2024-1079960|POL0001360|2020-09-25|2020-10-19|2020-10-19|Flood|Flood related loss reported by policyholder|Open|62450.07|||ADJ3861||N|N||N|2020-10-19|2021-04-13
CLM00005722|CLM-2024-4256028|POL0003533|2022-06-22|2022-07-14|2022-07-14|Comprehensive|Comprehensive related loss reported by policyholder|Withdrawn|136939.13|||ADJ5753||N|N||N|2022-07-14|2022-12-17
CLM00005723|CLM-2024-2602367|POL0002911|2022-10-05|2022-11-09|2022-11-09|Cyber Incident|Cyber Incident related loss reported by policyholder|Open|72011.76|||ADJ5207||N|N|Hurricane Ian|N|2022-11-09|2023-03-10
CLM00005724|CLM-2024-8338723|POL0004862|2021-01-06|2021-01-08|2021-01-08|Hail|Hail related loss reported by policyholder|Settled|13168.16|10377.96|2021-09-11|||Y|N||N|2021-01-08|2021-07-03
CLM00005725|CLM-2024-9108914|POL0003085|2024-07-06|2024-08-14|2024-08-14|Foundation Damage|Foundation Damage related loss reported by policyholder|Under Review|48089.46|||ADJ7708||N|N||N|2024-08-14|2024-09-17
CLM00005726|CLM-2024-1311549|POL0003077|2021-04-24|2021-05-24|2021-05-24|Foundation Damage|Foundation Damage related loss reported by policyholder|Settled|38294.24|13532.0|2022-10-18|ADJ4633||N|N||N|2021-05-24|2021-07-10
CLM00005727|CLM-2024-5039510|POL0003377|2024-07-31|2024-08-07|2024-08-07|Rear-end Collision|Rear-end Collision related loss reported by policyholder|Closed||||ADJ8138|Awaiting appraisal.|N|N||N|2024-08-07|2024-11-24
CLM00005728|CLM-2024-1461977|POL0004582|2019-09-11|2019-10-18|2019-10-18|Vandalism|Vandalism related loss reported by policyholder|Pending|22908.23|||ADJ2696||N|N||N|2019-10-18|2019-11-19
CLM00005729|CLM-2024-5313309|POL0002645|2020-08-11|2020-09-16|2020-09-16|Uninsured Motorist|Uninsured Motorist related loss reported by policyholder|Denied|67506.75|||ADJ7537|Awaiting appraisal.|N|N||N|2020-09-16|2020-10-30
CLM00005730|CLM-2024-4009490|POL0000316|2023-07-17|2023-07-27|2023-07-27|Hit and Run|Hit and Run related loss reported by policyholder|Open|44857.11|||ADJ9928||N|N||N|2023-07-27|2023-08-04
CLM00005731|CLM-2024-3652101|POL0004631|2021-05-27|2021-07-10|2021-07-10|Uninsured Motorist|Uninsured Motorist related loss reported by policyholder|Open|3471.01|||ADJ4419||N|N||N|2021-07-10|2021-08-18
CLM00005732|CLM-2024-6884754|POL0001704|2021-07-04|2021-07-14|2021-07-14|Theft|Theft related loss reported by policyholder|Settled|134135.11|75415.16|2022-09-12|ADJ6586|Third party involved.|N|N||N|2021-07-14|2021-11-12
CLM00005733|CLM-2024-7893916|POL0000802|2024-08-10|2024-08-29|2024-08-29|Hit and Run|Hit and Run related loss reported by policyholder|Closed|107530.4|55629.35|2025-01-20|ADJ2099||Y|N||N|2024-08-29|2025-02-12
CLM00005734|CLM-2024-2387024|POL0001953|2021-11-12|2021-12-22|2021-12-22|Uninsured Motorist|Uninsured Motorist related loss reported by policyholder|Open|34121.32|||ADJ2768||Y|N||N|2021-12-22|2022-04-08
CLM00005735|CLM-2024-7861292|POL0003311|2023-12-19|2023-12-26|2023-12-26|Foundation Damage|Foundation Damage related loss reported by policyholder|Withdrawn|99636.96|||ADJ6056|Awaiting appraisal.|Y|N||N|2023-12-26|2024-04-20
CLM00005736|CLM-2024-6928828|POL0004820|2021-07-16|2021-07-17|2021-07-17|Rear-end Collision|Rear-end Collision related loss reported by policyholder|Closed|75732.47|73785.39|2022-04-15|ADJ2338||Y|N||N|2021-07-17|2021-12-17
CLM00005737|CLM-2024-9310126|POL0003468|2024-03-03|2024-04-12|2024-04-12|Flood|Flood related loss reported by policyholder|Denied|17808.77|||ADJ3129||N|N||N|2024-04-12|2024-09-18
CLM00005738|CLM-2024-9312958|POL0002841|2023-03-15|2023-03-27|2023-03-27|Hail|Hail related loss reported by policyholder|Open|19761.54|||ADJ3328|Documentation pending.|N|N||N|2023-03-27|2023-05-05
CLM00005739|CLM-2024-1281124|POL0002385|2024-04-18|2024-04-29|2024-04-29|Rear-end Collision|Rear-end Collision related loss reported by policyholder|Open|134660.14|||ADJ5751||N|N||N|2024-04-29|2024-10-02
CLM00005740|CLM-2024-8844750|POL0004848|2021-09-14|2021-10-10|2021-10-10|Fire|Fire related loss reported by policyholder|Closed|120240.18|47746.24|2021-12-24||Awaiting appraisal.|Y|N||N|2021-10-10|2022-03-07
CLM00005741|CLM-2024-1666982|POL0001808|2019-12-15|2020-05-31|2020-05-31|Theft|Theft related loss reported by policyholder|Withdrawn|139855.1|||ADJ8373|Awaiting appraisal.|Y|N||N|2020-05-31|2020-09-02
CLM00005742|CLM-2024-1770102|POL0000152|2024-04-03|2024-05-03|2024-05-03|Business Interruption|Business Interruption related loss reported by policyholder|Denied|77582.16|||ADJ2192||N|N||N|2024-05-03|2024-09-04
CLM00005743|CLM-2024-7409345|POL0000200|2018-12-15|2019-05-01|2019-05-01|Flood|Flood related loss reported by policyholder|Closed|33747.97|23726.19|2020-07-22|ADJ4245||N|N||N|2019-05-01|2019-09-25
CLM00005744|CLM-2024-6522732|POL0001880|2021-05-26|2021-07-09|2021-07-09|Flood|Flood related loss reported by policyholder|Closed|64259.24|44832.33|2021-11-04|ADJ8407||N|N||N|2021-07-09|2021-07-29
CLM00005745|CLM-2024-4476616|POL0004686|2020-11-29|2020-12-06|2020-12-06|Wind/Hail|Wind/Hail related loss reported by policyholder|Withdrawn|42615.13|||ADJ3401||Y|N||N|2020-12-06|2021-03-11
CLM00005746|CLM-2024-9028854|POL0004697|2019-02-19|2019-05-23|2019-05-23|Rear-end Collision|Rear-end Collision related loss reported by policyholder|Closed|5035.02|4965.07|2019-09-06|ADJ1465||N|N||N|2019-05-23|2019-11-10
CLM00005747|CLM-2024-8234640|POL0003746|2018-08-24|2018-10-02|2018-10-02|Comprehensive|Comprehensive related loss reported by policyholder|Closed|142041.73|83698.03|2020-01-25|ADJ5333|Documentation pending.|N|N||N|2018-10-02|2019-03-09
CLM00005748|CLM-2024-2045939|POL0000958|2023-09-26|2023-11-06|2023-11-06|Lightning|Lightning related loss reported by policyholder|Closed|8637.54|2790.88|2025-04-13|ADJ4041||N|N||N|2023-11-06|2024-03-03
CLM00005749|CLM-2024-8073170|POL0002715|2021-09-26|2021-10-31|2021-10-31|Vandalism|Vandalism related loss reported by policyholder|Closed|117221.2|120542.56|2023-03-10|ADJ2729|Third party involved.|N|N||N|2021-10-31|2022-03-06
CLM00005750|CLM-2024-2975087|POL0002166|2020-03-13|2020-04-22|2020-04-22|Hit and Run|Hit and Run related loss reported by policyholder|Settled|48117.06|38652.62|2020-12-10|ADJ5984||N|N||N|2020-04-22|2020-09-22
CLM00005751|CLM-2024-9895119|POL0001941|2021-10-24|2021-10-28|2021-10-28|Hail|Hail related loss reported by policyholder|Denied|35952.96|||ADJ4348||N|N||N|2021-10-28|2021-12-26
CLM00005752|CLM-2024-4465257|POL0001248|2018-11-24|2018-12-26|2018-12-26|Theft/Burglary|Theft/Burglary related loss reported by policyholder|Under Review|144679.49|||ADJ7411|Initial inspection completed. Damage confirmed.|N|N||N|2018-12-26|2019-03-13
CLM00005753|CLM-2024-8107691|POL0002031|2022-04-25|2022-09-26|2022-09-26|Rear-end Collision|Rear-end Collision related loss reported by policyholder|Closed|90554.4|95063.29|2023-08-29|ADJ3134||N|N||N|2022-09-26|2022-11-15
CLM00005754|CLM-2024-9724806|POL0000138|2018-12-17|2019-01-16|2019-01-16|Vandalism|Vandalism related loss reported by policyholder|Closed|147903.37|100376.33|2019-12-20|ADJ4643|Documentation pending.|N|N||N|2019-01-16|2019-06-28
CLM00005755|CLM-2024-1679032|POL0001975|2021-08-03|2021-08-13|2021-08-13|Hit and Run|Hit and Run related loss reported by policyholder|Open|5976.13|||ADJ4754|Third party involved.|N|N||N|2021-08-13|2021-10-30
CLM00005756|CLM-2024-4061464|POL0002476|2023-05-08|2023-05-27|2023-05-27|Vandalism|Vandalism related loss reported by policyholder|Under Review|104662.97|||ADJ6616||N|N||N|2023-05-27|2023-08-18
CLM00005757|CLM-2024-7251588|POL0002216|2021-11-11|2021-11-24|2021-11-24|Theft|Theft related loss reported by policyholder|Denied|144252.44|||ADJ9449|Initial inspection completed. Damage confirmed.|N|N||N|2021-11-24|2022-04-05
CLM00005758|CLM-2024-9781313|POL0003159|2023-06-25|2023-07-16|2023-07-16|Fire|Fire related loss reported by policyholder|Withdrawn|88867.77|||ADJ1308||N|N||N|2023-07-16|2023-09-24
CLM00005759|CLM-2024-8770454|POL0001525|2023-12-10|2023-12-21|2023-12-21|Flood|Flood related loss reported by policyholder|Under Review|41554.87|||ADJ9227||Y|N||N|2023-12-21|2024-05-27
CLM00005760|CLM-2024-5658206|POL0000305|2023-06-22|2023-06-29|2023-06-29|Pipe Burst|Pipe Burst related loss reported by policyholder|Closed|42014.75|29942.17|2024-02-03|ADJ6751||N|N||N|2023-06-29|2023-12-23
CLM00005761|CLM-2024-4086157|POL0001783|2024-08-15|2024-09-12|2024-09-12|Vandalism|Vandalism related loss reported by policyholder|Closed|9777.98|6110.53|2025-09-04|ADJ6620|Initial inspection completed. Damage confirmed.|N|N||N|2024-09-12|2025-01-19
CLM00005762|CLM-2024-8187400|POL0002967|2022-12-13|2023-01-24|2023-01-24|Theft|Theft related loss reported by policyholder|Open|118254.04|||ADJ4023||N|N||N|2023-01-24|2023-03-31
CLM00005763|CLM-2024-6715685|POL0002864|2019-07-01|2019-07-02|2019-07-02|Theft|Theft related loss reported by policyholder|Under Review|86385.39|||ADJ7825|Documentation pending.|N|N||N|2019-07-02|2019-08-14
CLM00005764|CLM-2024-6136153|POL0001818|2018-05-23|2018-05-23|2018-05-23|Flood|Flood related loss reported by policyholder|Closed|68441.42|64445.77|2018-06-21|ADJ7114|Third party involved.|N|N||N|2018-05-23|2018-07-05
CLM00005765|CLM-2024-3212923|POL0004420|2020-11-04|2020-12-12|2020-12-12|Fire|Fire related loss reported by policyholder|Pending|131130.49|||ADJ7177|Third party involved.|Y|N||N|2020-12-12|2021-02-09
CLM00005766|CLM-2024-9871261|POL0000645|2024-12-21|2025-03-13|2025-03-13|Wind/Hail|Wind/Hail related loss reported by policyholder|Open|77930.93|||ADJ2041||N|N||N|2025-03-13|2025-07-08
CLM00005767|CLM-2024-9012318|POL0004715|2023-05-25|2023-06-05|2023-06-05|Comprehensive|Comprehensive related loss reported by policyholder|Closed|30652.2|18431.75|2024-02-10|||N|N||N|2023-06-05|2023-07-22
CLM00005768|CLM-2024-9395123|POL0000790|2020-05-27|2020-06-23|2020-06-23|Wind/Hail|Wind/Hail related loss reported by policyholder|Settled|13803.23|4716.84|2021-06-25|ADJ8351||N|N||N|2020-06-23|2020-08-26
CLM00005769|CLM-2024-3250573|POL0002238|2022-06-07|2022-07-18|2022-07-18|Wind/Hail|Wind/Hail related loss reported by policyholder|Settled|44443.67|45278.24|2022-11-22|ADJ8123|Awaiting appraisal.|N|N||N|2022-07-18|2022-08-01
CLM00005770|CLM-2024-9580281|POL0004486|2020-07-01|2020-07-31|2020-07-31|Collision|Collision related loss reported by policyholder|Closed|104830.74|46144.69|2021-09-06|ADJ2728|Third party involved.|N|N||N|2020-07-31|2020-11-16
CLM00005771|CLM-2024-1795113|POL0004904|2021-07-23|2021-08-09|2021-08-09|Comprehensive|Comprehensive related loss reported by policyholder|Settled|52644.88|17250.85|2022-01-20|ADJ1671|Third party involved.|N|N||N|2021-08-09|2021-12-13
CLM00005772|CLM-2024-1924129|POL0001202|2023-06-28|2023-07-18|2023-07-18|Water Damage|Water Damage related loss reported by policyholder|Under Review|40272.55||||Initial inspection completed. Damage confirmed.|Y|N||N|2023-07-18|2023-11-11
CLM00005773|CLM-2024-6416262|POL0004488|2019-10-16|2019-11-15|2019-11-15|General Liability|General Liability related loss reported by policyholder|Open|139769.16|||ADJ2648||N|N||N|2019-11-15|2019-12-12
CLM00005774|CLM-2024-9545532|POL0004562|2022-12-05|2022-12-22|2022-12-22|Fire|Fire related loss reported by policyholder|Settled|149718.5|143016.19|2023-12-23|ADJ5790||N|N||N|2022-12-22|2023-05-13
CLM00005775|CLM-2024-8981640|POL0003315|2024-11-05|2024-12-07|2024-12-07|Hail|Hail related loss reported by policyholder|Open|112849.83|||||N|N||N|2024-12-07|2025-01-19
CLM00005776|CLM-2024-6621577|POL0004945|2021-01-24|2021-02-19|2021-02-19|General Liability|General Liability related loss reported by policyholder|Pending|5388.1|||ADJ1130|Documentation pending.|N|N||N|2021-02-19|2021-06-28
CLM00005777|CLM-2024-4245267|POL0000295|2024-10-27|2024-11-23|2024-11-23|Vandalism|Vandalism related loss reported by policyholder|Withdrawn|104173.54|||ADJ5907||Y|N||N|2024-11-23|2025-04-24
CLM00005778|CLM-2024-4704946|POL0004137|2022-03-27|2022-03-30|2022-03-30|Theft|Theft related loss reported by policyholder|Open|63183.17|||ADJ8282||N|N||N|2022-03-30|2022-09-17
CLM00005779|CLM-2024-3998899|POL0000177|2022-11-28|2022-12-18|2022-12-18|Fire|Fire related loss reported by policyholder|Open|49342.75|||ADJ9587|Awaiting appraisal.|N|N||N|2022-12-18|2023-02-06
CLM00005780|CLM-2024-9010017|POL0004723|2024-07-24|2024-08-15|2024-08-15|Fire|Fire related loss reported by policyholder|Open|34846.34|||ADJ7539||Y|N||N|2024-08-15|2025-01-27
CLM00005781|CLM-2024-4732847|POL0001088|2023-12-01|2023-12-07|2023-12-07|Uninsured Motorist|Uninsured Motorist related loss reported by policyholder|Closed|56337.33|23948.88|2024-02-17|||N|N||N|2023-12-07|2024-04-26
CLM00005782|CLM-2024-6433597|POL0000187|2023-08-18|2023-09-13|2023-09-13|Equipment Breakdown|Equipment Breakdown related loss reported by policyholder|Pending|101755.11|||ADJ2334||N|N||N|2023-09-13|2023-11-23
CLM00005783|CLM-2024-2209782|POL0000440|2024-08-11|2024-09-11|2024-09-11|Fire|Fire related loss reported by policyholder|Open||||ADJ8409||N|N||N|2024-09-11|2024-11-03
CLM00005784|CLM-2024-4370120|POL0002978|2019-02-03|2019-02-15|2019-02-15|Flood|Flood related loss reported by policyholder|Open|27982.53||||Documentation pending.|N|N||N|2019-02-15|2019-08-13
CLM00005785|CLM-2024-5746001|POL0001867|2022-08-01|2022-08-26|2022-08-26|Hail|Hail related loss reported by policyholder|Settled|67809.86|53407.65|2023-04-04|ADJ3916||N|N||N|2022-08-26|2022-11-18
CLM00005786|CLM-2024-3225490|POL0003072|2019-08-15|2019-08-24|2019-08-24|Wind/Hail|Wind/Hail related loss reported by policyholder|Pending|44292.68|||ADJ9931||N|N||N|2019-08-24|2019-11-25
CLM00005787|CLM-2024-1784859|POL0000513|2023-11-03|2023-12-12|2023-12-12|Fire|Fire related loss reported by policyholder|Open|121052.55|||ADJ4546||N|N||N|2023-12-12|2024-03-04
CLM00005788|CLM-2024-3295600|POL0004045|2023-04-21|2023-05-07|2023-05-07|Vandalism|Vandalism related loss reported by policyholder|Pending|63033.99|||ADJ4014||N|N||N|2023-05-07|2023-07-18
