policy_id,policy_number,customer_id,agent_id,coverage_id,line_of_business,policy_status,effective_date,expiration_date,policy_term_months,annual_premium,monthly_premium,deductible,coverage_limit,payment_plan,cancellation_date,cancellation_reason,underwriting_score,risk_state,created_date,modified_date
"POL0002034","PC-HOM-327893","CUST001525","AGT00101","COV019","Homeowners","Expired","2020-12-12","2022-12-02",24,5524.31,460.36,250.00,250000.00,"Monthly",,,"407.0","NC","2020-12-12","2022-11-24"
"POL0002035","PC-AUT-139524","CUST000110","AGT00112","COV002","Auto","Active","2021-11-17","2022-11-12",12,4030.25,335.85,250.00,100000.00,"Annual",,,"757.0","GA","2021-11-17","2022-11-22"
"POL0002036","PC-HOM-344240","CUST000626","AGT00037","COV018","Homeowners","Active","2021-09-24","2023-09-14",24,7117.27,593.11,500.00,1000000.00,"Monthly",,,"824.0","CA","2021-09-24","2023-06-08"
"POL0002037","PC-HOM-727279","CUST000229","AGT00142","COV016","Homeowners","Active","2020-02-11","2021-02-05",12,5652.88,471.07,250.00,100000.00,"Semi-Annual",,,"653.0","AZ","2020-02-11","2020-09-23"
"POL0002038","PC-AUT-776737","CUST001311","AGT00113","COV009","Auto","Active","2021-05-28","2021-11-24",6,7966.02,663.84,250.00,1000000.00,"Monthly",,,"878.0","MO","2021-05-28","2022-11-26"
"POL0002039","PC-AUT-697812","CUST000793","AGT00058","COV002","Auto","Active","2020-08-11","2022-08-01",24,3732.90,311.07,1000.00,50000.00,"Annual",,,"999.0","KY","2020-08-11","2021-07-25"
"POL0002040","PC-COM-136475","CUST000758","AGT00182","COV025","Commercial","Active","2019-06-25","2020-06-19",12,72897.41,6074.78,2500.00,1000000.00,"Quarterly",,,"534.0","TX","2019-06-25","2021-04-03"
"POL0002041","PC-COM-950927","CUST001079","AGT00158","COV021","Commercial","Active","2021-10-03","2022-09-28",12,16025.90,1335.49,2500.00,500000.00,"Annual",,,"809.0","WA","2021-10-03","2022-05-17"
"POL0002042","PC-COM-430086","CUST001973","AGT00170","COV024","Commercial","Active","2021-03-22","2023-03-12",24,63588.50,5299.04,250.00,1000000.00,"Monthly",,,"872.0","HI","2021-03-22","2022-07-23"
"POL0002043","PC-AUT-685027","CUST001422","AGT00112","COV001","Auto","Active","2020-01-26","2021-01-20",12,7897.62,658.13,250.00,100000.00,"Quarterly",,,"575.0","CA","2020-01-26","2020-09-23"
"POL0002044","PC-HOM-177079","CUST001583","AGT00160","COV015","Homeowners","Active","2022-10-09","2023-04-07",6,8167.22,680.60,500.00,50000.00,"Monthly",,,"434.0","CA","2022-10-09","2024-07-17"
"POL0002045","PC-AUT-282557","CUST000862","AGT00121","COV003","Auto","Active","2022-11-27","2024-11-16",24,4114.60,342.88,500.00,100000.00,"Semi-Annual",,,"898.0","FL","2022-11-27","2023-06-15"
"POL0002046","PC-AUT-225754","CUST000944","AGT00076","COV001","Auto","Active","2018-11-10","2019-05-09",6,1778.75,148.23,250.00,50000.00,"Monthly",,,"566.0","TX","2018-11-10","2019-03-23"
"POL0002047","PC-HOM-628202","CUST000797","AGT00046","COV012","Homeowners","Suspended","2019-09-14","2020-09-08",12,754.43,62.87,1000.00,500000.00,"Monthly",,,"924.0","TX","2019-09-14","2019-10-09"
"POL0002048","PC-AUT-967588","CUST000850","AGT00076","COV001","Auto","Suspended","2020-08-07","2021-08-02",12,5145.60,428.80,1000.00,50000.00,"Monthly",,,"422.0","TX","2020-08-07","2020-08-23"
"POL0002049","PC-AUT-269050","CUST001324","AGT00093","COV009","Auto","Pending Renewal","2018-09-29","2020-09-18",24,4863.61,405.30,500.00,1000000.00,"Monthly",,,"902.0","OH","2018-09-29","2020-09-12"
"POL0002050","PC-COM-503283","CUST000889","AGT00076","COV024","Commercial","Pending Renewal","2019-04-08","2020-04-02",12,21458.02,1788.17,5000.00,50000.00,"Monthly",,,"590.0","OR","2019-04-08","2020-06-07"
"POL0002051","PC-HOM-223386","CUST000031","AGT00075","COV014","Homeowners","Active","2021-08-20","2022-08-15",12,3731.91,310.99,5000.00,100000.00,"Monthly",,,"632.0","TX","2021-08-20","2022-11-23"
"POL0002052","PC-AUT-878100","CUST001455","AGT00077","COV009","Auto","Expired","2022-05-01","2023-04-26",12,3130.77,260.90,250.00,100000.00,"Semi-Annual",,,"971.0","IN","2022-05-01","2023-07-21"
"POL0002053","PC-COM-726329","CUST001318","AGT00133","COV021","Commercial","Cancelled","2019-01-11","2020-01-06",12,15299.64,1274.97,500.00,100000.00,"Quarterly","2019-11-19","Non-Payment",,"CA","2019-01-11","2019-11-13"
"POL0002054","PC-HOM-533656","CUST001863","AGT00140","COV013","Homeowners","Cancelled","2019-05-31","2019-11-27",6,6698.27,558.19,500.00,1000000.00,"Monthly","2019-09-28","Insured Request","460.0","CA","2019-05-31","2019-06-12"
"POL0002055","PC-COM-907675","CUST000389","AGT00199","COV034","Commercial","Active","2022-01-23","2023-01-18",12,20150.97,1679.25,2500.00,100000.00,"Monthly",,,"961.0","KY","2022-01-23","2022-11-16"
"POL0002056","PC-AUT-907394","CUST000332","AGT00159","COV001","Auto","Active","2022-07-31","2023-07-26",12,471.08,39.26,5000.00,500000.00,"Monthly",,,"844.0","NV","2022-07-31","2022-11-13"
"POL0002057","PC-AUT-908117","CUST000202","AGT00067","COV010","Auto","Cancelled","2022-09-25","2023-03-24",6,4361.25,363.44,5000.00,100000.00,"Annual","2022-12-12","Non-Payment","894.0","TX","2022-09-25","2022-10-03"
"POL0002058","PC-AUT-694913","CUST000348","AGT00050","COV004","Auto","Active","2018-01-25","2020-01-15",24,1285.98,107.17,5000.00,100000.00,"Annual",,,"451.0","AK","2018-01-25","2018-01-28"
"POL0002059","PC-AUT-983550","CUST000093","AGT00122","COV010","Auto","Cancelled","2018-08-04","2020-07-24",24,1327.82,110.65,1000.00,250000.00,"Annual","2020-01-31","Move Out of State","876.0","PA","2018-08-04","2019-09-11"
"POL0002060","PC-AUT-605748","CUST000458","AGT00163","COV005","Auto","Cancelled","2021-05-02","2022-04-27",12,7871.54,655.96,2500.00,1000000.00,"Annual","2021-09-22","Move Out of State","777.0","TN","2021-05-02","2023-03-11"
"POL0002061","PC-HOM-843111","CUST001546","AGT00065","COV013","Homeowners","Active","2021-12-24","2022-12-19",12,3312.41,276.03,2500.00,50000.00,"Quarterly",,,"541.0","FL","2021-12-24","2023-05-01"
"POL0002062","PC-HOM-405414","CUST001567","AGT00112","COV015","Homeowners","Suspended","2022-06-07","2023-06-02",12,2136.86,178.07,2500.00,50000.00,"Quarterly",,,"554.0","NE","2022-06-07","2022-12-09"
"POL0002063","PC-HOM-211693","CUST001353","AGT00082","COV015","Homeowners","Active","2019-01-12","2020-01-07",12,7183.74,598.64,500.00,50000.00,"Annual",,,,"AZ","2019-01-12","2020-03-31"
"POL0002064","PC-AUT-854053","CUST000939","AGT00003","COV010","Auto","Suspended","2022-02-19","2022-08-18",6,4119.18,343.27,500.00,250000.00,"Annual",,,,"CA","2022-02-19","2022-09-27"
"POL0002065","PC-HOM-331295","CUST001012","AGT00099","COV011","Homeowners","Active","2021-12-15","2023-12-05",24,3405.00,283.75,2500.00,250000.00,"Annual",,,"609.0","OR","2021-12-15","2022-04-17"
"POL0002066","PC-AUT-869514","CUST000914","AGT00069","COV004","Auto","Active","2018-12-29","2019-12-24",12,3334.61,277.88,5000.00,1000000.00,"Annual",,,"852.0","TN","2018-12-29","2019-08-14"
"POL0002067","PC-COM-964106","CUST000988","AGT00042","COV026","Commercial","Active","2021-03-11","2023-03-01",24,54429.66,4535.81,5000.00,500000.00,"Monthly",,,"742.0","MN","2021-03-11","2022-01-14"
"POL0002068","PC-AUT-996730","CUST000445","AGT00040","COV002","Auto","Active","2018-09-18","2019-09-13",12,3541.87,295.16,1000.00,100000.00,"Quarterly",,,"603.0","CO","2018-09-18","2019-01-17"
"POL0002069","PC-AUT-860487","CUST000648","AGT00009","COV010","Auto","Cancelled","2021-12-09","2022-12-04",12,4975.66,414.64,1000.00,250000.00,"Quarterly","2022-06-13","Underwriting","769.0","AK","2021-12-09","2023-09-17"
"POL0002070","PC-COM-900104","CUST001621","AGT00112","COV022","Commercial","Active","2018-06-27","2019-06-22",12,34381.10,2865.09,500.00,500000.00,"Monthly",,,,"AZ","2018-06-27","2018-10-02"
"POL0002071","PC-AUT-612006","CUST000956","AGT00141","COV005","Auto","Pending Renewal","2022-11-08","2023-11-03",12,3791.89,315.99,5000.00,1000000.00,"Monthly",,,,"FL","2022-11-08","2024-06-06"
"POL0002072","PC-COM-307622","CUST000162","AGT00176","COV029","Commercial","Suspended","2020-12-02","2021-11-27",12,38377.51,3198.13,5000.00,1000000.00,"Monthly",,,"637.0","KY","2020-12-02","2021-05-10"
"POL0002073","PC-HOM-859059","CUST000585","AGT00158","COV011","Homeowners","Suspended","2021-03-14","2022-03-09",12,6000.85,500.07,250.00,100000.00,"Annual",,,"763.0","TN","2021-03-14","2021-10-26"
"POL0002074","PC-HOM-169928","CUST001344","AGT00144","COV014","Homeowners","Active","2022-01-31","2022-07-30",6,997.92,83.16,1000.00,500000.00,"Quarterly",,,"532.0","AZ","2022-01-31","2023-05-06"
"POL0002075","PC-HOM-182371","CUST000406","AGT00167","COV014","Homeowners","Active","2021-05-27","2021-11-23",6,7931.28,660.94,2500.00,100000.00,"Annual",,,"531.0","OK","2021-05-27","2022-06-03"
"POL0002076","PC-COM-103238","CUST001788","AGT00033","COV022","Commercial","Cancelled","2021-08-24","2022-08-19",12,24017.03,2001.42,5000.00,250000.00,"Monthly","2022-04-28","Fraud Suspected","926.0","TX","2021-08-24","2021-12-07"
"POL0002077","PC-AUT-267299","CUST000221","AGT00085","COV009","Auto","Active","2021-01-07","2021-07-06",6,7004.85,583.74,5000.00,500000.00,"Annual",,,"744.0","CA","2021-01-07","2021-12-10"
"POL0002078","PC-AUT-118656","CUST001042","AGT00056","COV007","Auto","Active","2018-08-16","2019-08-11",12,796.87,66.41,250.00,500000.00,"Annual",,,"950.0","OR","2018-08-16","2019-06-14"
"POL0002079","PC-COM-359845","CUST001716","AGT00133","COV021","Commercial","Pending Renewal","2019-10-16","2020-04-13",6,41214.28,3434.52,250.00,100000.00,"Annual",,,"462.0","PA","2019-10-16","2021-06-06"
"POL0002080","PC-HOM-552009","CUST000270","AGT00003","COV013","Homeowners","Active","2018-06-07","2019-06-02",12,894.40,74.53,2500.00,100000.00,"Semi-Annual",,,"794.0","MN","2018-06-07","2020-05-26"
"POL0002081","PC-COM-549506","CUST000956","AGT00018","COV026","Commercial","Active","2021-02-15","2023-02-05",24,57563.31,4796.94,2500.00,1000000.00,"Quarterly",,,"744.0","TN","2021-02-15","2022-12-12"
"POL0002082","PC-AUT-737325","CUST000966","AGT00029","COV007","Auto","Expired","2022-03-23","2023-03-18",12,1860.84,155.07,2500.00,50000.00,"Quarterly",,,"460.0","OH","2022-03-23","2023-12-23"
"POL0002083","PC-COM-115675","CUST000126","AGT00071","COV024","Commercial","Active","2022-05-04","2023-04-29",12,57753.30,4812.78,250.00,50000.00,"Quarterly",,,"626.0","CA","2022-05-04","2023-04-28"
"POL0002084","PC-AUT-970984","CUST000327","AGT00107","COV001","Auto","Active","2022-03-24","2024-03-13",24,2042.38,170.20,5000.00,1000000.00,"Monthly",,,,"CA","2022-03-24","2023-10-06"
"POL0002085","PC-AUT-527604","CUST000064","AGT00073","COV002","Auto","Suspended","2019-08-16","2020-02-12",6,2004.18,167.02,1000.00,250000.00,"Annual",,,"907.0","CO","2019-08-16","2020-01-16"
"POL0002086","PC-AUT-623940","CUST000972","AGT00166","COV002","Auto","Active","2022-04-16","2023-04-11",12,3494.87,291.24,1000.00,100000.00,"Monthly",,,"513.0","MO","2022-04-16","2022-04-19"
"POL0002087","PC-AUT-754269","CUST000536","AGT00032","COV003","Auto","Active","2018-01-15","2018-07-14",6,5765.82,480.48,1000.00,250000.00,"Semi-Annual",,,,"OR","2018-01-15","2019-09-30"
"POL0002088","PC-HOM-719066","CUST000227","AGT00004","COV013","Homeowners","Active","2019-05-23","2021-05-12",24,1292.39,107.70,250.00,100000.00,"Quarterly",,,"743.0","CA","2019-05-23","2020-03-05"
"POL0002089","PC-AUT-831286","CUST000061","AGT00169","COV004","Auto","Active","2018-01-15","2019-01-10",12,2984.30,248.69,250.00,500000.00,"Annual",,,"583.0","TX","2018-01-15","2018-09-27"
"POL0002090","PC-AUT-393231","CUST001020","AGT00107","COV001","Auto","Cancelled","2022-01-13","2024-01-03",24,7102.82,591.90,5000.00,1000000.00,"Monthly","2023-11-09","Insured Request","401.0","FL","2022-01-13","2022-05-01"
"POL0002091","PC-HOM-820399","CUST000143","AGT00057","COV011","Homeowners","Suspended","2018-02-26","2019-02-21",12,6832.14,569.35,250.00,50000.00,"Monthly",,,"806.0","IL","2018-02-26","2018-11-06"
"POL0002092","PC-COM-290897","CUST001491","AGT00037","COV024","Commercial","Pending Renewal","2020-04-30","2021-04-25",12,30065.30,2505.44,500.00,100000.00,"Quarterly",,,"672.0","CO","2020-04-30","2020-12-26"
"POL0002093","PC-AUT-463659","CUST001799","AGT00056","COV005","Auto","Expired","2018-07-04","2019-06-29",12,1793.84,149.49,5000.00,250000.00,"Quarterly",,,"411.0","TX","2018-07-04","2019-04-27"
"POL0002094","PC-AUT-433995","CUST000264","AGT00119","COV009","Auto","Active","2021-08-11","2022-02-07",6,1040.94,86.75,250.00,1000000.00,"Monthly",,,"550.0","TX","2021-08-11","2022-04-15"
"POL0002095","PC-AUT-600052","CUST000761","AGT00136","COV009","Auto","Active","2020-05-06","2022-04-26",24,3376.41,281.37,2500.00,1000000.00,"Annual",,,"879.0","OR","2020-05-06","2021-05-11"
"POL0002096","PC-HOM-424805","CUST001980","AGT00169","COV011","Homeowners","Active","2019-08-01","2021-07-21",24,1271.15,105.93,1000.00,100000.00,"Annual",,,"672.0","CA","2019-08-01","2020-05-15"
"POL0002097","PC-AUT-178039","CUST000444","AGT00134","COV001","Auto","Pending Renewal","2022-10-05","2024-09-24",24,6671.81,555.98,5000.00,1000000.00,"Monthly",,,"914.0","CA","2022-10-05","2024-06-29"
"POL0002098","PC-AUT-737442","CUST000710","AGT00121","COV002","Auto","Suspended","2018-10-28","2019-10-23",12,7539.02,628.25,500.00,1000000.00,"Quarterly",,,"490.0","OK","2018-10-28","2019-03-22"
"POL0002099","PC-AUT-990295","CUST001920","AGT00041","COV007","Auto","Active","2018-02-15","2019-02-10",12,702.78,58.56,5000.00,500000.00,"Quarterly",,,"898.0","CA","2018-02-15","2018-09-15"
"POL0002100","PC-AUT-958967","CUST001761","AGT00086","COV005","Auto","Active","2018-02-10","2020-01-31",24,1000.59,83.38,5000.00,250000.00,"Monthly",,,"457.0","WA","2018-02-10","2018-06-22"
"POL0002101","PC-AUT-290392","CUST001773","AGT00028","COV005","Auto","Expired","2019-11-21","2020-11-15",12,6387.18,532.26,5000.00,1000000.00,"Monthly",,,"949.0","CA","2019-11-21","2020-09-17"
"POL0002102","PC-HOM-688940","CUST001835","AGT00084","COV019","Homeowners","Active","2021-04-10","2022-04-05",12,1773.10,147.76,2500.00,50000.00,"Monthly",,,"764.0","CA","2021-04-10","2021-09-16"
"POL0002103","PC-AUT-934648","CUST000370","AGT00025","COV010","Auto","Cancelled","2022-07-25","2023-07-20",12,5457.70,454.81,5000.00,500000.00,"Quarterly","2023-01-05","Underwriting","446.0","TX","2022-07-25","2023-08-31"
"POL0002104","PC-AUT-401052","CUST001311","AGT00134","COV007","Auto","Pending Renewal","2018-04-13","2020-04-02",24,8499.98,708.33,500.00,100000.00,"Monthly",,,"855.0","NE","2018-04-13","2018-11-21"
"POL0002105","PC-HOM-193860","CUST001539","AGT00120","COV012","Homeowners","Active","2022-05-16","2022-11-12",6,7705.42,642.12,5000.00,100000.00,"Monthly",,,"615.0","FL","2022-05-16","2024-04-16"
"POL0002106","PC-HOM-855278","CUST000560","AGT00111","COV012","Homeowners","Suspended","2021-11-16","2022-11-11",12,5413.25,451.10,500.00,1000000.00,"Annual",,,"785.0","CA","2021-11-16","2023-05-30"
"POL0002107","PC-AUT-905019","CUST000303","AGT00148","COV001","Auto","Active","2018-08-29","2020-08-18",24,7595.10,632.93,5000.00,250000.00,"Annual",,,"564.0","CO","2018-08-29","2020-06-17"
"POL0002108","PC-AUT-576792","CUST000918","AGT00139","COV010","Auto","Suspended","2019-07-23","2020-07-17",12,660.40,55.03,1000.00,250000.00,"Quarterly",,,"490.0","AK","2019-07-23","2019-08-10"
"POL0002109","PC-COM-409105","CUST000381","AGT00140","COV029","Commercial","Suspended","2021-12-26","2022-12-21",12,38735.37,3227.95,2500.00,1000000.00,"Annual",,,"427.0","AK","2021-12-26","2022-02-23"
"POL0002110","PC-AUT-997854","CUST001329","AGT00026","COV004","Auto","Cancelled","2022-06-08","2024-05-28",24,5068.58,422.38,500.00,1000000.00,"Semi-Annual","2022-09-19","Move Out of State","871.0","AZ","2022-06-08","2022-10-06"
"POL0002111","PC-COM-952524","CUST001627","AGT00191","COV021","Commercial","Expired","2021-04-04","2022-03-30",12,30414.04,2534.50,2500.00,1000000.00,"Monthly",,,"509.0","CO","2021-04-04","2022-11-04"
"POL0002112","PC-AUT-867030","CUST001687","AGT00036","COV003","Auto","Expired","2021-05-05","2022-04-30",12,4650.18,387.52,5000.00,250000.00,"Quarterly",,,"653.0","HI","2021-05-05","2021-07-03"
"POL0002113","PC-AUT-399038","CUST001694","AGT00069","COV007","Auto","Active","2019-11-08","2020-11-02",12,624.47,52.04,250.00,500000.00,"Monthly",,,"511.0","OR","2019-11-08","2020-03-04"
"POL0002114","PC-HOM-554239","CUST001059","AGT00139","COV011","Homeowners","Expired","2020-03-25","2021-03-20",12,764.59,63.72,5000.00,100000.00,"Semi-Annual",,,"492.0","TX","2020-03-25","2021-04-17"
"POL0002115","PC-AUT-744181","CUST001264","AGT00136","COV002","Auto","Active","2018-02-17","2018-08-16",6,5832.82,486.07,500.00,1000000.00,"Annual",,,"920.0","KY","2018-02-17","2019-03-03"
"POL0002116","PC-AUT-661774","CUST000295","AGT00181","COV007","Auto","Active","2018-08-04","2019-07-30",12,3705.74,308.81,2500.00,100000.00,"Monthly",,,"428.0","CA","2018-08-04","2019-12-09"
"POL0002117","PC-COM-448903","CUST001544","AGT00154","COV021","Commercial","Active","2019-07-20","2020-07-14",12,74089.52,6174.13,500.00,50000.00,"Monthly",,,"477.0","FL","2019-07-20","2020-11-26"
"POL0002118","PC-HOM-705597","CUST000652","AGT00050","COV015","Homeowners","Active","2022-06-20","2022-12-17",6,6177.53,514.79,2500.00,500000.00,"Semi-Annual",,,"933.0","AK","2022-06-20","2024-01-30"
"POL0002119","PC-AUT-868808","CUST000349","AGT00009","COV009","Auto","Active","2019-05-31","2020-05-25",12,4505.26,375.44,500.00,100000.00,"Monthly",,,"819.0","KY","2019-05-31","2021-05-20"
"POL0002120","PC-COM-223221","CUST001641","AGT00111","COV021","Commercial","Active","2019-09-04","2020-08-29",12,27304.39,2275.37,250.00,500000.00,"Monthly",,,"676.0","TX","2019-09-04","2021-02-19"
"POL0002121","PC-COM-728955","CUST000625","AGT00054","COV025","Commercial","Active","2021-05-04","2022-04-29",12,66830.32,5569.19,250.00,1000000.00,"Monthly",,,"526.0","OK","2021-05-04","2022-05-24"
"POL0002122","PC-AUT-891945","CUST000150","AGT00123","COV005","Auto","Pending Renewal","2020-06-30","2021-06-25",12,2485.70,207.14,500.00,100000.00,"Quarterly",,,"706.0","CA","2020-06-30","2021-04-30"
"POL0002123","PC-AUT-310743","CUST001216","AGT00164","COV001","Auto","Active","2018-12-29","2019-06-27",6,8429.68,702.47,1000.00,100000.00,"Annual",,,"710.0","CA","2018-12-29","2019-09-19"
"POL0002124","PC-AUT-243213","CUST000138","AGT00131","COV002","Auto","Pending Renewal","2020-01-07","2021-01-01",12,1744.01,145.33,250.00,1000000.00,"Semi-Annual",,,"721.0","PA","2020-01-07","2021-03-11"
"POL0002125","PC-AUT-637820","CUST001522","AGT00059","COV010","Auto","Active","2018-03-14","2019-03-09",12,5022.40,418.53,5000.00,1000000.00,"Monthly",,,"404.0","NY","2018-03-14","2019-05-27"
"POL0002126","PC-COM-818447","CUST001368","AGT00127","COV022","Commercial","Active","2020-12-20","2021-12-15",12,74329.90,6194.16,500.00,100000.00,"Quarterly",,,"481.0","TX","2020-12-20","2022-07-14"
"POL0002127","PC-AUT-623030","CUST000866","AGT00200","COV007","Auto","Suspended","2019-01-25","2019-07-24",6,5227.75,435.65,250.00,50000.00,"Semi-Annual",,,"917.0","NC","2019-01-25","2020-09-08"
"POL0002128","PC-COM-405942","CUST000221","AGT00197","COV034","Commercial","Active","2022-09-06","2023-09-01",12,21640.01,1803.33,1000.00,50000.00,"Monthly",,,,"NC","2022-09-06","2024-03-01"
"POL0002129","PC-AUT-488331","CUST000023","AGT00091","COV003","Auto","Pending Renewal","2021-06-03","2023-05-24",24,5898.46,491.54,1000.00,1000000.00,"Monthly",,,"441.0","AZ","2021-06-03","2021-09-29"
"POL0002130","PC-AUT-859278","CUST001433","AGT00155","COV001","Auto","Active","2021-02-18","2023-02-08",24,3716.85,309.74,5000.00,1000000.00,"Monthly",,,"409.0","TX","2021-02-18","2021-06-18"
"POL0002131","PC-AUT-133850","CUST001022","AGT00026","COV002","Auto","Active","2020-09-17","2021-09-12",12,2555.96,213.00,1000.00,250000.00,"Annual",,,"703.0","CA","2020-09-17","2021-04-11"
"POL0002132","PC-AUT-444282","CUST001617","AGT00059","COV007","Auto","Active","2020-05-19","2022-05-09",24,891.31,74.28,250.00,1000000.00,"Monthly",,,"440.0","TX","2020-05-19","2021-10-04"
"POL0002133","PC-COM-566079","CUST000988","AGT00122","COV021","Commercial","Suspended","2020-05-08","2022-04-28",24,41114.16,3426.18,500.00,500000.00,"Annual",,,"513.0","CA","2020-05-08","2022-03-28"
"POL0002134","PC-HOM-891312","CUST001291","AGT00114","COV013","Homeowners","Expired","2021-10-20","2022-10-15",12,3402.45,283.54,5000.00,500000.00,"Monthly",,,"780.0","TX","2021-10-20","2022-11-29"
"POL0002135","PC-AUT-682890","CUST000834","AGT00192","COV009","Auto","Active","2018-10-23","2020-10-12",24,2885.94,240.50,500.00,50000.00,"Semi-Annual",,,"782.0","IN","2018-10-23","2019-10-07"
"POL0002136","PC-AUT-966699","CUST000141","AGT00088","COV001","Auto","Suspended","2020-06-28","2021-06-23",12,3586.71,298.89,1000.00,50000.00,"Semi-Annual",,,,"MN","2020-06-28","2021-04-10"
"POL0002137","PC-COM-302832","CUST000676","AGT00022","COV034","Commercial","Suspended","2018-01-14","2018-07-13",6,39677.35,3306.45,2500.00,100000.00,"Monthly",,,"905.0","CA","2018-01-14","2018-06-15"
"POL0002138","PC-AUT-975890","CUST001097","AGT00164","COV002","Auto","Active","2021-10-10","2022-04-08",6,6168.27,514.02,2500.00,250000.00,"Annual",,,"761.0","CA","2021-10-10","2021-11-10"
"POL0002139","PC-AUT-493942","CUST001569","AGT00081","COV003","Auto","Pending Renewal","2022-09-21","2023-03-20",6,2211.18,184.26,5000.00,50000.00,"Annual",,,"479.0","CA","2022-09-21","2023-09-03"
"POL0002140","PC-AUT-778490","CUST001534","AGT00131","COV003","Auto","Active","2022-04-16","2023-04-11",12,8104.23,675.35,500.00,500000.00,"Annual",,,"738.0","TX","2022-04-16","2023-03-07"
"POL0002141","PC-HOM-688566","CUST000625","AGT00155","COV014","Homeowners","Active","2018-08-19","2019-08-14",12,8230.25,685.85,500.00,250000.00,"Semi-Annual",,,"758.0","OK","2018-08-19","2020-02-08"
"POL0002142","PC-AUT-499193","CUST001413","AGT00049","COV003","Auto","Active","2022-08-15","2024-08-04",24,7346.30,612.19,500.00,500000.00,"Semi-Annual",,,"858.0","CA","2022-08-15","2024-03-26"
"POL0002143","PC-AUT-249711","CUST001824","AGT00152","COV009","Auto","Active","2022-05-21","2022-11-17",6,8498.64,708.22,1000.00,250000.00,"Semi-Annual",,,"402.0","KY","2022-05-21","2023-06-25"
"POL0002144","PC-COM-994929","CUST000533","AGT00137","COV029","Commercial","Active","2020-12-11","2021-06-09",6,30606.66,2550.55,500.00,1000000.00,"Monthly",,,"758.0","HI","2020-12-11","2022-08-15"
"POL0002145","PC-AUT-673208","CUST001809","AGT00175","COV001","Auto","Active","2019-09-17","2020-09-11",12,2338.40,194.87,250.00,100000.00,"Monthly",,,"576.0","PA","2019-09-17","2020-10-30"
"POL0002146","PC-HOM-161509","CUST001343","AGT00119","COV014","Homeowners","Suspended","2021-07-09","2022-01-05",6,5426.43,452.20,5000.00,250000.00,"Annual",,,"961.0","KY","2021-07-09","2023-06-09"
"POL0002147","PC-AUT-277049","CUST001836","AGT00030","COV009","Auto","Active","2022-11-23","2023-05-22",6,5496.66,458.06,500.00,250000.00,"Monthly",,,"464.0","OK","2022-11-23","2024-04-08"
"POL0002148","PC-AUT-698669","CUST001707","AGT00197","COV004","Auto","Expired","2020-08-01","2022-07-22",24,4571.16,380.93,500.00,500000.00,"Monthly",,,"918.0","NC","2020-08-01","2020-08-16"
"POL0002149","PC-AUT-840596","CUST000151","AGT00159","COV003","Auto","Active","2018-04-05","2019-03-31",12,2156.30,179.69,250.00,100000.00,"Monthly",,,"878.0","TX","2018-04-05","2019-01-03"
"POL0002150","PC-AUT-733839","CUST000561","AGT00037","COV002","Auto","Active","2022-06-01","2023-05-27",12,2965.47,247.12,250.00,50000.00,"Quarterly",,,"981.0","NM","2022-06-01","2022-06-05"
"POL0002151","PC-HOM-864363","CUST000102","AGT00139","COV013","Homeowners","Active","2018-09-02","2019-08-28",12,597.70,49.81,2500.00,50000.00,"Quarterly",,,"697.0","FL","2018-09-02","2019-06-01"
"POL0002152","PC-AUT-624711","CUST000992","AGT00172","COV005","Auto","Active","2019-12-13","2020-06-10",6,1040.84,86.74,1000.00,250000.00,"Monthly",,,"825.0","TN","2019-12-13","2020-09-01"
"POL0002153","PC-HOM-482763","CUST000414","AGT00099","COV013","Homeowners","Cancelled","2019-10-10","2020-10-04",12,6500.65,541.72,1000.00,100000.00,"Quarterly","2020-09-02","Underwriting","528.0","AZ","2019-10-10","2020-01-19"
"POL0002154","PC-AUT-277776","CUST000694","AGT00176","COV010","Auto","Expired","2019-10-27","2020-04-24",6,484.38,40.37,500.00,250000.00,"Monthly",,,"977.0","NM","2019-10-27","2020-04-15"
"POL0002155","PC-COM-850913","CUST001075","AGT00168","COV022","Commercial","Expired","2022-01-13","2023-01-08",12,42419.84,3534.99,1000.00,500000.00,"Semi-Annual",,,"779.0","CA","2022-01-13","2022-08-13"
"POL0002156","PC-HOM-738312","CUST001616","AGT00186","COV016","Homeowners","Active","2021-09-14","2022-09-09",12,788.70,65.73,2500.00,100000.00,"Monthly",,,"431.0","WI","2021-09-14","2023-08-15"
"POL0002157","PC-COM-631762","CUST001101","AGT00147","COV034","Commercial","Active","2022-12-01","2024-11-20",24,41549.19,3462.43,1000.00,1000000.00,"Annual",,,"986.0","CO","2022-12-01","2023-01-12"
"POL0002158","PC-COM-220728","CUST001088","AGT00042","COV022","Commercial","Expired","2021-03-11","2021-09-07",6,74732.95,6227.75,500.00,50000.00,"Annual",,,"689.0","CO","2021-03-11","2021-09-27"
"POL0002159","PC-AUT-679099","CUST001980","AGT00147","COV002","Auto","Active","2019-05-16","2019-11-12",6,3550.51,295.88,1000.00,1000000.00,"Monthly",,,"951.0","CA","2019-05-16","2020-07-15"
"POL0002160","PC-COM-941805","CUST001081","AGT00025","COV025","Commercial","Active","2019-07-19","2020-07-13",12,65456.32,5454.69,500.00,100000.00,"Annual",,,"985.0","TX","2019-07-19","2019-08-02"
